13 13 1.000000 1.000000
1 1 itype_index_4097_0157_4091_4105.dat
1 2 itype_index_4097_0157_4092_4121.dat
1 3 itype_index_4097_0157_4093_4121.dat
1 4 itype_index_4097_0157_4094_4094.dat
1 5 itype_index_4097_0157_4095_4094.dat
1 6 itype_index_4097_0157_4096_4094.dat
1 7 itype_index_4097_0157_4097_4094.dat
1 8 itype_index_4097_0157_4098_4092.dat
1 9 itype_index_4097_0157_4099_4100.dat
1 10 itype_index_4097_0157_4100_4102.dat
1 11 itype_index_4097_0157_4101_4101.dat
1 12 itype_index_4097_0157_4102_4074.dat
1 13 itype_index_4097_0157_4103_4101.dat
2 1 itype_index_4097_0156_4091_4109.dat
2 2 itype_index_4097_0156_4092_4095.dat
2 3 itype_index_4097_0156_4093_4094.dat
2 4 itype_index_4097_0156_4094_4093.dat
2 5 itype_index_4097_0156_4095_4086.dat
2 6 itype_index_4097_0156_4096_4092.dat
2 7 itype_index_4097_0156_4097_4094.dat
2 8 itype_index_4097_0156_4098_4099.dat
2 9 itype_index_4097_0156_4099_4093.dat
2 10 itype_index_4097_0156_4100_4085.dat
2 11 itype_index_4097_0156_4101_4087.dat
2 12 itype_index_4097_0156_4102_4103.dat
2 13 itype_index_4097_0156_4103_4099.dat
3 1 itype_index_4097_0155_4091_4095.dat
3 2 itype_index_4097_0155_4092_4099.dat
3 3 itype_index_4097_0155_4093_4095.dat
3 4 itype_index_4097_0155_4094_4086.dat
3 5 itype_index_4097_0155_4095_4091.dat
3 6 itype_index_4097_0155_4096_4099.dat
3 7 itype_index_4097_0155_4097_4092.dat
3 8 itype_index_4097_0155_4098_4076.dat
3 9 itype_index_4097_0155_4099_4090.dat
3 10 itype_index_4097_0155_4100_4098.dat
3 11 itype_index_4097_0155_4101_4098.dat
3 12 itype_index_4097_0155_4102_4119.dat
3 13 itype_index_4097_0155_4103_4103.dat
4 1 itype_index_4097_0154_4091_4091.dat
4 2 itype_index_4097_0154_4092_4100.dat
4 3 itype_index_4097_0154_4093_4097.dat
4 4 itype_index_4097_0154_4094_4097.dat
