13 13 1.000000 1.000000
1 1 itype_index_1229_0157_1223_1224.dat
1 2 itype_index_1229_0157_1224_1225.dat
1 3 itype_index_1229_0157_1225_1226.dat
1 4 itype_index_1229_0157_1226_1227.dat
1 5 itype_index_1229_0157_1227_1228.dat
1 6 itype_index_1229_0157_1228_1229.dat
1 7 itype_index_1229_0157_1229_1230.dat
1 8 itype_index_1229_0157_1230_1239.dat
1 9 itype_index_1229_0157_1231_1238.dat
1 10 itype_index_1229_0157_1232_1239.dat
1 11 itype_index_1229_0157_1233_1239.dat
1 12 itype_index_1229_0157_1234_1238.dat
1 13 itype_index_1229_0157_1235_1239.dat
2 1 itype_index_1229_0156_1223_1224.dat
2 2 itype_index_1229_0156_1224_1225.dat
2 3 itype_index_1229_0156_1225_1226.dat
2 4 itype_index_1229_0156_1226_1226.dat
2 5 itype_index_1229_0156_1227_1228.dat
2 6 itype_index_1229_0156_1228_1238.dat
2 7 itype_index_1229_0156_1229_1229.dat
2 8 itype_index_1229_0156_1230_1231.dat
2 9 itype_index_1229_0156_1231_1231.dat
2 10 itype_index_1229_0156_1232_1238.dat
2 11 itype_index_1229_0156_1233_1238.dat
2 12 itype_index_1229_0156_1234_1240.dat
2 13 itype_index_1229_0156_1235_1240.dat
3 1 itype_index_1229_0155_1223_1224.dat
3 2 itype_index_1229_0155_1224_1224.dat
3 3 itype_index_1229_0155_1225_1226.dat
3 4 itype_index_1229_0155_1226_1227.dat
3 5 itype_index_1229_0155_1227_1227.dat
3 6 itype_index_1229_0155_1228_1229.dat
3 7 itype_index_1229_0155_1229_1226.dat
3 8 itype_index_1229_0155_1230_1231.dat
3 9 itype_index_1229_0155_1231_1237.dat
3 10 itype_index_1229_0155_1232_1231.dat
3 11 itype_index_1229_0155_1233_1238.dat
3 12 itype_index_1229_0155_1234_1238.dat
3 13 itype_index_1229_0155_1235_1238.dat
4 1 itype_index_1229_0154_1223_1224.dat
4 2 itype_index_1229_0154_1224_1225.dat
4 3 itype_index_1229_0154_1225_1225.dat
4 4 itype_index_1229_0154_1226_1227.dat
4 5 itype_index_1229_0154_1227_1228.dat
4 6 itype_index_1229_0154_1228_1230.dat
4 7 itype_index_1229_0154_1229_1230.dat
4 8 itype_index_1229_0154_1230_1238.dat
4 9 itype_index_1229_0154_1231_1237.dat
4 10 itype_index_1229_0154_1232_1237.dat
4 11 itype_index_1229_0154_1233_1238.dat
4 12 itype_index_1229_0154_1234_1239.dat
4 13 itype_index_1229_0154_1235_1238.dat
5 1 itype_index_1229_0153_1223_1224.dat
5 2 itype_index_1229_0153_1224_1225.dat
5 3 itype_index_1229_0153_1225_1225.dat
5 4 itype_index_1229_0153_1226_1227.dat
5 5 itype_index_1229_0153_1227_1228.dat
5 6 itype_index_1229_0153_1228_1230.dat
5 7 itype_index_1229_0153_1229_1230.dat
5 8 itype_index_1229_0153_1230_1231.dat
5 9 itype_index_1229_0153_1231_1238.dat
5 10 itype_index_1229_0153_1232_1231.dat
