13 13 1.000000 1.000000
1 1 itype_index_0180_0157_0174_0179.dat
1 2 itype_index_0180_0157_0175_0178.dat
1 3 itype_index_0180_0157_0176_0180.dat
1 4 itype_index_0180_0157_0177_0181.dat
1 5 itype_index_0180_0157_0178_0178.dat
1 6 itype_index_0180_0157_0179_0184.dat
1 7 itype_index_0180_0157_0180_0198.dat
1 8 itype_index_0180_0157_0181_0199.dat
1 9 itype_index_0180_0157_0182_0175.dat
1 10 itype_index_0180_0157_0183_0175.dat
1 11 itype_index_0180_0157_0184_0196.dat
1 12 itype_index_0180_0157_0185_0196.dat
1 13 itype_index_0180_0157_0186_0189.dat
2 1 itype_index_0180_0156_0174_0178.dat
2 2 itype_index_0180_0156_0175_0178.dat
2 3 itype_index_0180_0156_0176_0180.dat
2 4 itype_index_0180_0156_0177_0178.dat
2 5 itype_index_0180_0156_0178_0176.dat
2 6 itype_index_0180_0156_0179_0175.dat
2 7 itype_index_0180_0156_0180_0199.dat
2 8 itype_index_0180_0156_0181_0191.dat
2 9 itype_index_0180_0156_0182_0175.dat
2 10 itype_index_0180_0156_0183_0199.dat
2 11 itype_index_0180_0156_0184_0184.dat
2 12 itype_index_0180_0156_0185_0196.dat
2 13 itype_index_0180_0156_0186_0196.dat
3 1 itype_index_0180_0155_0174_0178.dat
3 2 itype_index_0180_0155_0175_0178.dat
3 3 itype_index_0180_0155_0176_0180.dat
3 4 itype_index_0180_0155_0177_0178.dat
3 5 itype_index_0180_0155_0178_0176.dat
3 6 itype_index_0180_0155_0179_0175.dat
3 7 itype_index_0180_0155_0180_0170.dat
3 8 itype_index_0180_0155_0181_0175.dat
3 9 itype_index_0180_0155_0182_0173.dat
3 10 itype_index_0180_0155_0183_0161.dat
3 11 itype_index_0180_0155_0184_0175.dat
3 12 itype_index_0180_0155_0185_0185.dat
3 13 itype_index_0180_0155_0186_0191.dat
4 1 itype_index_0180_0154_0174_0180.dat
4 2 itype_index_0180_0154_0175_0181.dat
4 3 itype_index_0180_0154_0176_0180.dat
4 4 itype_index_0180_0154_0177_0178.dat
4 5 itype_index_0180_0154_0178_0178.dat
4 6 itype_index_0180_0154_0179_0176.dat
4 7 itype_index_0180_0154_0180_0176.dat
4 8 itype_index_0180_0154_0181_0184.dat
4 9 itype_index_0180_0154_0182_0198.dat
4 10 itype_index_0180_0154_0183_0199.dat
4 11 itype_index_0180_0154_0184_0185.dat
4 12 itype_index_0180_0154_0185_0198.dat
4 13 itype_index_0180_0154_0186_0185.dat
5 1 itype_index_0180_0153_0174_0180.dat
5 2 itype_index_0180_0153_0175_0179.dat
5 3 itype_index_0180_0153_0176_0180.dat
5 4 itype_index_0180_0153_0177_0181.dat
5 5 itype_index_0180_0153_0178_0178.dat
5 6 itype_index_0180_0153_0179_0178.dat
5 7 itype_index_0180_0153_0180_0195.dat
5 8 itype_index_0180_0153_0181_0190.dat
5 9 itype_index_0180_0153_0182_0175.dat
5 10 itype_index_0180_0153_0183_0199.dat
5 11 itype_index_0180_0153_0184_0198.dat
5 12 itype_index_0180_0153_0185_0175.dat
5 13 itype_index_0180_0153_0186_0185.dat
6 1 itype_index_0180_0152_0174_0192.dat
6 2 itype_index_0180_0152_0175_0178.dat
6 3 itype_index_0180_0152_0176_0181.dat
6 4 itype_index_0180_0152_0177_0181.dat
6 5 itype_index_0180_0152_0178_0181.dat
6 6 itype_index_0180_0152_0179_0178.dat
6 7 itype_index_0180_0152_0180_0178.dat
6 8 itype_index_0180_0152_0181_0178.dat
6 9 itype_index_0180_0152_0182_0183.dat
6 10 itype_index_0180_0152_0183_0185.dat
6 11 itype_index_0180_0152_0184_0185.dat
6 12 itype_index_0180_0152_0185_0185.dat
6 13 itype_index_0180_0152_0186_0184.dat
7 1 itype_index_0180_0151_0174_0178.dat
7 2 itype_index_0180_0151_0175_0181.dat
7 3 itype_index_0180_0151_0176_0181.dat
7 4 itype_index_0180_0151_0177_0178.dat
7 5 itype_index_0180_0151_0178_0180.dat
7 6 itype_index_0180_0151_0179_0181.dat
7 7 itype_index_0180_0151_0180_0179.dat
7 8 itype_index_0180_0151_0181_0179.dat
7 9 itype_index_0180_0151_0182_0178.dat
7 10 itype_index_0180_0151_0183_0184.dat
7 11 itype_index_0180_0151_0184_0185.dat
7 12 itype_index_0180_0151_0185_0183.dat
7 13 itype_index_0180_0151_0186_0185.dat
8 1 itype_index_0180_0150_0174_0175.dat
8 2 itype_index_0180_0150_0175_0176.dat
8 3 itype_index_0180_0150_0176_0177.dat
8 4 itype_index_0180_0150_0177_0178.dat
8 5 itype_index_0180_0150_0178_0179.dat
8 6 itype_index_0180_0150_0179_0180.dat
8 7 itype_index_0180_0150_0180_0181.dat
8 8 itype_index_0180_0150_0181_0182.dat
8 9 itype_index_0180_0150_0182_0183.dat
8 10 itype_index_0180_0150_0183_0184.dat
8 11 itype_index_0180_0150_0184_0185.dat
8 12 itype_index_0180_0150_0185_0186.dat
8 13 itype_index_0180_0150_0186_0187.dat
9 1 itype_index_0180_0149_0174_0175.dat
9 2 itype_index_0180_0149_0175_0177.dat
9 3 itype_index_0180_0149_0176_0178.dat
9 4 itype_index_0180_0149_0177_0184.dat
9 5 itype_index_0180_0149_0178_0183.dat
9 6 itype_index_0180_0149_0179_0178.dat
9 7 itype_index_0180_0149_0180_0178.dat
9 8 itype_index_0180_0149_0181_0179.dat
9 9 itype_index_0180_0149_0182_0179.dat
9 10 itype_index_0180_0149_0183_0182.dat
9 11 itype_index_0180_0149_0184_0186.dat
9 12 itype_index_0180_0149_0185_0186.dat
9 13 itype_index_0180_0149_0186_0187.dat
10 1 itype_index_0180_0148_0174_0160.dat
10 2 itype_index_0180_0148_0175_0178.dat
10 3 itype_index_0180_0148_0176_0191.dat
10 4 itype_index_0180_0148_0177_0160.dat
10 5 itype_index_0180_0148_0178_0190.dat
10 6 itype_index_0180_0148_0179_0184.dat
10 7 itype_index_0180_0148_0180_0160.dat
10 8 itype_index_0180_0148_0181_0178.dat
10 9 itype_index_0180_0148_0182_0182.dat
10 10 itype_index_0180_0148_0183_0182.dat
10 11 itype_index_0180_0148_0184_0187.dat
10 12 itype_index_0180_0148_0185_0189.dat
10 13 itype_index_0180_0148_0186_0188.dat
11 1 itype_index_0180_0147_0174_0158.dat
11 2 itype_index_0180_0147_0175_0184.dat
11 3 itype_index_0180_0147_0176_0183.dat
11 4 itype_index_0180_0147_0177_0184.dat
11 5 itype_index_0180_0147_0178_0191.dat
11 6 itype_index_0180_0147_0179_0184.dat
11 7 itype_index_0180_0147_0180_0183.dat
11 8 itype_index_0180_0147_0181_0178.dat
11 9 itype_index_0180_0147_0182_0182.dat
11 10 itype_index_0180_0147_0183_0179.dat
11 11 itype_index_0180_0147_0184_0178.dat
11 12 itype_index_0180_0147_0185_0179.dat
11 13 itype_index_0180_0147_0186_0194.dat
12 1 itype_index_0180_0146_0174_0160.dat
12 2 itype_index_0180_0146_0175_0184.dat
12 3 itype_index_0180_0146_0176_0193.dat
12 4 itype_index_0180_0146_0177_0189.dat
12 5 itype_index_0180_0146_0178_0178.dat
12 6 itype_index_0180_0146_0179_0179.dat
12 7 itype_index_0180_0146_0180_0180.dat
12 8 itype_index_0180_0146_0181_0182.dat
12 9 itype_index_0180_0146_0182_0178.dat
12 10 itype_index_0180_0146_0183_0179.dat
12 11 itype_index_0180_0146_0184_0179.dat
12 12 itype_index_0180_0146_0185_0182.dat
12 13 itype_index_0180_0146_0186_0188.dat
13 1 itype_index_0180_0145_0174_0196.dat
13 2 itype_index_0180_0145_0175_0174.dat
13 3 itype_index_0180_0145_0176_0175.dat
13 4 itype_index_0180_0145_0177_0178.dat
13 5 itype_index_0180_0145_0178_0178.dat
13 6 itype_index_0180_0145_0179_0182.dat
13 7 itype_index_0180_0145_0180_0178.dat
13 8 itype_index_0180_0145_0181_0182.dat
13 9 itype_index_0180_0145_0182_0182.dat
13 10 itype_index_0180_0145_0183_0179.dat
13 11 itype_index_0180_0145_0184_0182.dat
13 12 itype_index_0180_0145_0185_0182.dat
13 13 itype_index_0180_0145_0186_0182.dat
